364,1728
360,1692
360,1660
340,1616
364,1580
360,1544
364,1517
370,1483
366,1449
368,1419
366,1389
338,1363
360,1323
366,1297
340,1273
312,1245
342,1215
362,1191
360,1159
344,1121
316,1099
320,1069
344,1037
360,1007
370,975
364,943
368,911
368,871
366,839
366,807
360,777
368,743
368,711
344,675
360,633
358,599
360,539
360,507
358,475
334,453
332,421
356,397
360,369
358,333
362,303
358,251
362,219
362,191
352,155
332,121
308,93
322,61
346,35
386,17
420,25
452,59
464,89
446,123
424,151
414,191
414,221
416,249
444,277
414,301
414,335
414,363
416,397
414,473
414,507
414,537
448,547
450,575
416,597
416,627
446,643
468,669
444,695
414,707
416,743
416,775
416,815
416,843
418,873
414,907
414,943
412,977
414,997
440,1079
418,1159
422,1189
434,1243
416,1289
416,1323
438,1335
444,1371
416,1391
416,1421
414,1455
414,1489
414,1517
416,1547
416,1585
444,1591
474,1617
448,1631
414,1653
414,1683
416,1717
450,1751
476,1753
508,1755
534,1755
564,1753
590,1755
618,1753
646,1719
646,1687
650,1613
648,1583
646,1541
644,1513
648,1331
646,1297
650,1261
652,1217
624,1187
646,1153
646,1123
626,1095
636,1059
666,1031
694,1055
716,1091
698,1119
694,1147
696,1217
694,1257
698,1305
700,1337
752,1351
784,1359
820,1353
840,1321
868,1285
892,1287
906,1325
926,1353
960,1357
988,1353
1012,1325
1050,1329
1074,1361
1070,1401
1048,1425
1022,1433
984,1411
958,1413
932,1419
880,1431
814,1415
786,1411
760,1417
744,1451
730,1493
692,1511
698,1549
702,1573
700,1607
714,1653
698,1693
700,1723
710,1757
744,1757
768,1755
798,1753
822,1751
850,1751
880,1749
904,1749
934,1749
960,1757
988,1755
1016,1755
1048,1751
1074,1751
1106,1751
1132,1757
1154,1755
1182,1753
1218,1751
1248,1753
1274,1749
1300,1751
1328,1751
1362,1751
1386,1755
1410,1755
1442,1755
1464,1755
1500,1755
1516,1719
1518,1689
1512,1657
1500,1623
1484,1595
1500,1563
1514,1531
1520,1507
1488,1477
1516,1449
1510,1419
1514,1381
1516,1355
1512,1323
1510,1295
1488,1271
1460,1257
1432,1215
1442,1181
1454,1163
1490,1143
1514,1113
1514,1077
1512,1045
1516,1013
1494,985
1486,949
1514,915
1514,879
1512,861
1512,829
1512,803
1494,769
1468,747
1456,713
1456,687
1480,653
1508,629
1536,615
1566,633
1600,653
1616,687
1620,721
1608,749
1586,775
1562,797
1560,827
1562,853
1560,883
1554,913
1574,969
1562,1015
1562,1051
1562,1087
1566,1115
1574,1145
1592,1207
1586,1261
1558,1293
1560,1321
1566,1353
1566,1389
1568,1419
1560,1443
1590,1469
1562,1501
1560,1537
1580,1563
1596,1595
1584,1623
1562,1657
1562,1685
1562,1715
1572,1749
1602,1749
1632,1749
1658,1753
1682,1757
1708,1755
1740,1751
1766,1757
1798,1749
1820,1751
1856,1751
1884,1747
1906,1755
1930,1751
1960,1753
1988,1751
2014,1753
2042,1755
2066,1751
2090,1749
2126,1755
2154,1753
2154,1715
2152,1687
2156,1653
2138,1613
2154,1563
2154,1535
2156,1505
2160,1473
2158,1441
2156,1371
2158,1341
2158,1313
2152,1283
2156,1249
2136,1221
2144,1185
2178,1155
2220,1189
2226,1221
2210,1243
2206,1271
2204,1315
2206,1329
2200,1367
2230,1387
2232,1413
2206,1441
2208,1471
2210,1501
2206,1531
2200,1561
2220,1589
2222,1623
2204,1657
2206,1685
2202,1721
