1988,3039
1982,3072
1976,3129
1979,3156
1979,3207
1985,3246
2000,3282
2033,3261
2072,3270
2114,3270
2177,3273
2210,3276
2231,3276
2288,3243
2294,3201
2330,3153
2366,3198
2372,3237
2411,3273
2456,3270
2495,3276
2525,3273
2558,3270
2585,3234
2588,3198
2585,3150
2591,3117
2591,3069
2585,2982
2591,3000
2591,2943
2585,2901
2588,2850
2549,2787
2585,2712
2594,2670
2588,2589
2591,2544
2591,2496
2558,2472
2561,2445
2591,2406
2594,2364
2594,2325
2594,2280
2600,2217
2594,2172
2594,2139
2582,2088
2555,2049
2525,2013
2543,1971
2579,1929
2624,1911
2663,1923
2714,1965
2732,2004
2696,2046
2675,2091
2660,2133
2657,2175
2666,2214
2702,2247
2663,2280
2657,2331
2660,2364
2663,2409
2675,2466
2663,2550
2663,2586
2687,2598
2693,2652
2657,2673
2654,2715
2687,2745
2696,2784
2687,2820
2651,2856
2651,2895
2651,2943
2654,2991
2648,3033
2645,3069
2645,3117
2654,3153
2651,3204
2654,3237
2678,3267
2720,3273
2765,3273
2798,3270
2834,3267
2960,3270
2996,3276
3029,3276
3068,3279
3113,3273
3179,3270
3209,3279
3251,3279
3284,3276
3326,3273
3350,3231
3347,3180
3347,3138
3338,3093
3320,3033
3338,3003
3371,2958
3407,2997
3428,3039
3425,3093
3407,3141
3431,3183
3419,3231
3446,3270
3473,3270
3554,3273
3590,3270
3629,3273
3671,3270
3779,3276
3818,3267
3866,3267
3908,3270
3935,3237
3974,3279
4010,3273
4067,3249
4118,3276
4142,3294
4124,3363
4082,3372
4022,3354
3983,3351
3905,3354
3869,3351
3818,3345
3779,3348
3773,3402
3764,3441
3743,3495
3692,3453
3686,3408
3680,3351
3641,3348
3593,3348
3557,3348
3548,3396
3524,3399
3485,3354
3437,3348
3416,3390
3401,3438
3398,3486
3392,3525
3374,3582
3335,3621
3296,3567
3275,3528
3269,3492
3248,3438
3245,3390
3218,3354
3176,3354
3152,3393
3107,3348
3071,3348
3035,3363
2987,3360
2957,3360
2942,3420
2951,3459
2948,3495
2942,3546
2972,3573
2957,3627
2921,3663
2855,3624
2849,3570
2867,3546
2870,3510
2876,3456
2870,3417
2876,3369
2843,3345
2810,3351
2771,3351
2732,3351
2681,3354
2687,3384
2684,3435
2681,3486
2642,3522
2609,3492
2585,3444
2594,3396
2582,3360
2549,3354
2498,3354
2462,3357
2420,3351
2354,3393
2306,3390
2243,3348
2210,3354
2177,3357
2141,3396
2114,3348
2087,3354
2036,3384
2012,3345
1955,3375
1880,3357
1805,3351
1772,3351
1748,3402
1685,3453
1655,3402
1604,3348
1559,3354
1448,3351
1409,3351
1361,3354
1322,3354
1313,3393
1268,3399
1223,3363
1190,3363
1160,3363
1121,3366
1061,3414
1043,3447
995,3462
944,3471
905,3447
866,3405
833,3378
830,3339
833,3273
866,3234
908,3201
947,3186
1001,3189
1025,3216
1055,3249
1106,3285
1145,3285
1184,3291
1226,3288
1277,3258
1325,3282
1373,3288
1409,3288
1454,3291
1490,3246
1520,3207
1541,3246
1571,3285
1640,3267
1676,3243
1655,3210
1667,3168
1637,3144
1667,3111
1664,3072
1667,3024
1673,2967
1634,2934
1610,2898
1610,2847
1643,2811
1670,2787
1715,2775
1748,2802
1784,2838
1772,2895
1772,2922
1739,2976
1745,3015
1745,3069
1739,3111
1745,3162
1742,3234
1763,3288
1802,3288
1844,3240
1874,3276
1910,3246
1901,3213
1904,3171
1907,3129
1907,3081
1907,3045
1904,3003
1901,2964
1913,2916
1901,2853
1901,2793
1901,2763
1904,2712
1910,2679
1901,2646
1910,2529
1907,2505
1907,2478
1913,2430
1901,2379
1877,2346
1892,2313
1943,2277
2003,2304
2009,2343
1985,2388
1985,2424
1985,2478
1982,2502
1982,2538
2018,2562
2030,2598
1982,2637
1982,2682
1982,2718
1979,2754
1979,2802
2012,2814
2036,2841
2024,2895
1976,2913
1985,2952
1988,3000
